"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"EA19","BOP","TOT","PC_GDP","A","2000",-1.484608,
"EA19","BOP","TOT","PC_GDP","A","2001",-0.3891567,
"EA19","BOP","TOT","PC_GDP","A","2002",0.6155978,
"EA19","BOP","TOT","PC_GDP","A","2003",0.2444013,
"EA19","BOP","TOT","PC_GDP","A","2004",0.6714574,
"EA19","BOP","TOT","PC_GDP","A","2005",0.06395861,
"EA19","BOP","TOT","PC_GDP","A","2006",-0.1626188,
"EA19","BOP","TOT","PC_GDP","A","2007",0.04382735,
"EA19","BOP","TOT","PC_GDP","A","2008",-1.871361,
"EA19","BOP","TOT","PC_GDP","A","2009",-0.3292594,
"EA19","BOP","TOT","PC_GDP","A","2010",-0.3598798,
"EA19","BOP","TOT","PC_GDP","A","2011",-0.371319,
"EA19","BOP","TOT","PC_GDP","A","2012",0.9675651,
"EA19","BOP","TOT","PC_GDP","A","2013",2.080722,
"EA19","BOP","TOT","PC_GDP","A","2014",2.352225,
"EA19","BOP","TOT","PC_GDP","A","2015",2.678672,
"EA19","BOP","TOT","PC_GDP","A","2016",3.021903,
"EA19","BOP","TOT","PC_GDP","A","2017",3.154197,
"EA19","BOP","TOT","PC_GDP","A","2018",3.053262,
"EA19","BOP","TOT","PC_GDP","A","2019",2.39249,
"EA19","BOP","TOT","PC_GDP","A","2020",1.866126,
"LVA","BOP","TOT","PC_GDP","A","2000",-4.134824,
"LVA","BOP","TOT","PC_GDP","A","2001",-6.813039,
"LVA","BOP","TOT","PC_GDP","A","2002",-6.126307,
"LVA","BOP","TOT","PC_GDP","A","2003",-7.626575,
"LVA","BOP","TOT","PC_GDP","A","2004",-12.18378,
"LVA","BOP","TOT","PC_GDP","A","2005",-11.70376,
"LVA","BOP","TOT","PC_GDP","A","2006",-20.5291,
"LVA","BOP","TOT","PC_GDP","A","2007",-20.80706,
"LVA","BOP","TOT","PC_GDP","A","2008",-12.30435,
"LVA","BOP","TOT","PC_GDP","A","2009",8.157891,
"LVA","BOP","TOT","PC_GDP","A","2010",2.736623,
"LVA","BOP","TOT","PC_GDP","A","2011",-2.732263,
"LVA","BOP","TOT","PC_GDP","A","2012",-3.279443,
"LVA","BOP","TOT","PC_GDP","A","2013",-2.901225,
"LVA","BOP","TOT","PC_GDP","A","2014",-1.599946,
"LVA","BOP","TOT","PC_GDP","A","2015",-0.5331244,
"LVA","BOP","TOT","PC_GDP","A","2016",1.698768,
"LVA","BOP","TOT","PC_GDP","A","2017",1.145105,
"LVA","BOP","TOT","PC_GDP","A","2018",-0.09604317,
"LVA","BOP","TOT","PC_GDP","A","2019",-0.5546996,
"LVA","BOP","TOT","PC_GDP","A","2020",2.96366,
"LTU","BOP","TOT","PC_GDP","A","2004",-7.670282,
"LTU","BOP","TOT","PC_GDP","A","2005",-7.302219,
"LTU","BOP","TOT","PC_GDP","A","2006",-10.57319,
"LTU","BOP","TOT","PC_GDP","A","2007",-15.11553,
"LTU","BOP","TOT","PC_GDP","A","2008",-12.98476,
"LTU","BOP","TOT","PC_GDP","A","2009",1.940253,
"LTU","BOP","TOT","PC_GDP","A","2010",-0.2199842,
"LTU","BOP","TOT","PC_GDP","A","2011",-3.800344,
"LTU","BOP","TOT","PC_GDP","A","2012",-1.482393,
"LTU","BOP","TOT","PC_GDP","A","2013",1.671026,
"LTU","BOP","TOT","PC_GDP","A","2014",3.270687,
"LTU","BOP","TOT","PC_GDP","A","2015",-2.623595,
"LTU","BOP","TOT","PC_GDP","A","2016",-1.022786,
"LTU","BOP","TOT","PC_GDP","A","2017",0.4960226,
"LTU","BOP","TOT","PC_GDP","A","2018",0.2068118,
"LTU","BOP","TOT","PC_GDP","A","2019",3.472379,
"LTU","BOP","TOT","PC_GDP","A","2020",7.348443,
